"idx","r","y","iwt"
1,0.9374894389,2,2
2,0.9295951679,3,0.1804080208621
3,0.921378767400001,2,0.61868624574528
4,0.9129245854,6,1.05838630648392
5,0.904324576400001,0,1.72673782427633
6,0.895675423600001,2,2.09296496833611
7,0.887075414600001,2,2.08407152101839
8,0.878621232600001,5,2.06778400961265
9,0.870404832100001,6,2.32191000725913
10,0.862510561100001,5,2.92021861023487
11,0.855012673420001,4,3.52692600446686
12,0.847973347620001,11,3.88797572036204
13,0.841441295720001,2,4.66956994966153
14,0.835451008120001,4,5.12533159431855
15,0.830022643420001,2,4.98954698705808
16,0.825162535860001,2,4.60598679484139
17,0.820864261460001,3,4.06142890480042
18,0.817110179260001,3,3.63215471180323
19,0.813873348960001,2,3.37636455643973
20,0.811119723360001,11,3.13379255287656
21,0.808810520720001,3,3.68085976015521
22,0.806904695920001,3,4.29361799993332
23,0.805361447520001,2,4.31876364974937
24,0.804142717920001,3,4.03364169563921
25,0.803215663220001,1,3.70411061330294
26,0.802555085500001,0,3.29346579936924
27,0.802145830500001,3,2.69712393692087
28,0.801985155500001,2,2.33079039507864
29,0.802085063000001,2,2.20942558008074
30,0.802474573000001,0,2.13235508480773
31,0.803201874600001,3,1.90310344758031
32,0.804336260600002,2,1.79474361343954
33,0.805969711100001,0,1.85127177776922
34,0.808217958100001,1,1.71468513042759
35,0.811220837100001,1,1.48917739008423
36,0.815141718020001,2,1.33048420385334
37,0.820165810720001,0,1.3111433099087
38,0.826497164320002,2,1.23026767070271
39,0.834354228720002,3,1.19045547658609
40,0.843963925520002,1,1.39134556187856
41,0.855554275360002,1,1.53388973197934
42,0.869345740960002,1,1.50367299609366
43,0.885541561260001,1,1.41457917295252
44,0.904317463460001,3,1.31761901821194
45,0.925811237860001,4,1.41318421170174
46,0.950112736620002,3,1.78421253201077
47,0.977254903320002,2,2.17354626669659
48,1.00720644692,5,2.3545201477111
49,1.03986673282,3,2.63682260582869
50,1.07506336662,3,2.92613054101883
51,1.1125528055,2,3.04399731343692
52,1.1520241605,7,2.99034248394753
53,1.193106163,6,3.26830106416388
54,1.235377073,10,3.85808692105998
55,1.278377118,5,4.767480014055
56,1.321622882,8,5.46109590097925
57,1.364622927,10,5.91548895580727
58,1.406893837,9,6.58577892437276
59,1.4479758395,5,7.27074410715522
60,1.4874471945,10,7.42963282344366
61,1.52493663332,10,7.56295357749715
62,1.56013326652,9,7.98929849173502
63,1.59279354912,23,8.36723104100188
64,1.62274507952,15,9.86708490379274
65,1.64988720332,21,11.7304314694735
66,1.67418858196,19,13.4633308841676
67,1.69568205606,20,15.0872338883251
68,1.71445727186,21,16.3806055286839
69,1.73065163356,24,17.5069622293047
70,1.74444018196,44,18.7327232810295
71,1.75602498972,43,21.8032056687171
72,1.76562461492,47,26.2790350103507
73,1.77346407652,75,30.8751250425348
74,1.77976571692,65,37.5880672215245
75,1.78474120722,77,44.9476256982947
76,1.7885848391,70,51.8419750091113
77,1.7914681426,90,57.6417544837306
78,1.7935357806,97,63.4927346832991
79,1.7949026076,125,70.3804231113981
80,1.7956517516,150,79.5611672689308
81,1.795833577,202,92.228429297681
82,1.795465407,270,110.523149182864
83,1.7945319195,283,137.549547446688
84,1.7929861745,262,169.170386161199
85,1.790751277,302,196.531645431429
86,1.78772272092,312,220.341138306869
87,1.78377149012,423,242.644472936033
88,1.77874800572,496,271.599548806276
89,1.77248699812,623,312.275952183299
90,1.76481334092,794,367.139686053833
91,1.75554881996,882,442.359624828945
92,1.74451973156,947,532.409749202519
93,1.73156511736,944,625.523505321747
94,1.71654535656,975,709.277916948601
95,1.69935075746,1117,779.22499944726
96,1.67990972662,1304,848.075580420081
97,1.65819605332,1769,931.906817154341
98,1.63423483692,2168,1062.29823821001
99,1.60810661282,2449,1255.66820087855
100,1.57994930662,2647,1493.39785716481
101,1.5499577556,2780,1746.65863322499
102,1.5183806716,2573,1991.21435871448
103,1.4855150696,2601,2184.62746362778
104,1.4516983416,2907,2318.43298748953
105,1.4172983056,3367,2439.00621016964
106,1.3827016944,3975,2597.31038427814
107,1.3483016584,4648,2829.55317435995
108,1.3144849304,4717,3153.03374731715
109,1.2816193284,5011,3509.70754376048
110,1.2500422444,4642,3854.35123021661
111,1.22005069331,4183,4126.92346720219
112,1.19189338641,4079,4265.53672999873
113,1.16576515846,4402,4294.37030105697
114,1.14180392666,4800,4300.77024894453
115,1.12009020331,5674,4354.69805427173
116,1.10064903233,6021,4522.31610112341
117,1.08345408288,6201,4793.58166421841
118,1.06843352128,5807,5099.63801119897
