,Date,Rt_smooth,Rt_smooth_5%,Rt_smooth_95%,Rt_filter,Rt_est_5%,Rt_est_95%,Mt_smooth,Mt_filter,Jt_smooth,Jt_smooth_5%,Jt_smooth_95%,Jt_filter,Jt_est_5%,Jt_est_95%,Ct
0,2022-08-22,3.6192205619308213,0.8690336809644482,5.7944095504967486,3.5030445959881664,0.9704743479327927,5.921709929718422,0.04202667685212938,0.03999340697558283,22.908092551570533,4.0,43.0,21.86149052529859,4.0,43.0,648.0
1,2022-08-23,3.5661254249621863,0.6604913837445576,5.8519300297292824,3.60883886765594,0.7892919181967427,5.8884300647450365,0.04654181413454045,0.04001003138464211,23.012361176893727,3.0,44.0,22.978216746185403,3.0,44.0,3572.0
2,2022-08-24,3.4534066905583276,0.44883011198539974,5.802510444148788,3.5491076844792793,0.33254998849925527,5.8550547204018555,0.06557027967861213,0.06493297230257637,21.91986932877593,2.0,48.0,22.28948738734642,1.0,51.0,3777.0
3,2022-08-25,3.4236901747232507,0.5136422664483258,5.800289205568182,3.3718786673095043,0.42337513584737585,5.777211165456589,0.016591751418092503,0.025025832963555646,33.00373558056069,3.0,75.0,32.097068790641046,2.0,75.0,7433.0
4,2022-08-26,3.3562266253847124,0.4473165788170381,5.8567278303057995,3.2851202811529467,0.3847754598873744,5.6427722612769715,0.030711284317205316,0.05479268714279013,47.57176900206289,3.0,114.0,47.04515893230848,3.0,114.0,3977.0
5,2022-08-27,3.3018783384900035,0.43955472587655064,5.803265184913428,3.2549223324726806,0.3477735884797473,5.841041455809519,0.045023073905302656,0.044952262134076604,63.99799782815071,3.0,162.0,62.724113014000366,2.0,162.0,748.0
6,2022-08-28,3.186112919623444,0.3600923712671345,5.812728129885558,3.186112919623444,0.3600923712671345,5.812728129885558,0.0,0.07988688550714035,83.7291472074272,2.0,239.0,83.7291472074272,2.0,239.0,550.0
