"idx","r","y","iwt"
1,1.5,2,2
2,1.5,1,0.1804080208621
3,1.5,1,0.438278224883181
4,1.5,1,0.620108081600735
5,1.5,1,0.745813700951398
6,1.5,2,0.831410859342547
7,1.5,3,0.979204958671784
8,1.5,2,1.28181695075875
9,1.5,4,1.56894354336808
10,1.5,2,1.92171488564708
11,1.49999999993,1,2.19284038690103
12,1.49999999923,2,2.17252268786179
13,1.49999999538,5,2.07372447428485
14,1.49999997998,2,2.29657678934308
15,1.49999992993,3,2.52648644693623
16,1.49999978979,9,2.61975985088308
17,1.49999943944,4,3.25416534688827
18,1.49999863864,7,3.92608936293835
19,1.49999693694,10,4.45533113177262
20,1.49999353354,4,5.31460118387404
21,1.49998706778,9,5.81486955221454
22,1.49997531758,10,6.16895335686246
23,1.49995478098,11,6.82771484334162
24,1.49992011558,8,7.65139089088101
25,1.49986341278,14,8.20221771639889
26,1.4997732889,10,8.91477267670227
27,1.49963378415,16,9.6033762984237
28,1.49942307365,13,10.4593280130756
29,1.4991120129,18,11.3613994504656
30,1.4986625639,18,12.3979580982758
31,1.498026175,22,13.6465843195419
32,1.497142215,23,15.1407319166064
33,1.4959365875,14,16.8425411112977
34,1.4943206725,21,17.6100518528198
35,1.49219075625,26,17.9649299012616
36,1.48942811483,35,19.0163861436163
37,1.48589990938,46,21.2962213525953
38,1.48146102878,36,25.2487632409955
39,1.47595697638,34,29.0134495367357
40,1.46922783858,50,31.2996368267438
41,1.46111330054,55,34.002007450818
42,1.45145859394,48,37.9239532561695
43,1.44012117939,63,41.3790098980593
44,1.42697788769,61,45.0281636128416
45,1.41193217554,76,48.9725701751118
46,1.39492109838,77,53.6387605083815
47,1.37592157168,86,58.9074851090242
48,1.35495548808,90,64.45862583776
49,1.33209328718,84,70.196587516265
50,1.30745564338,80,74.832168714327
51,1.28121303615,108,77.5960341133844
52,1.25358308765,82,81.5106931472398
53,1.2248256859,102,84.7065361870864
54,1.1952360489,105,87.267280498355
55,1.1651360174,113,90.7608296773186
56,1.1348639826,107,94.9721482850104
57,1.1047639511,110,98.7712199000499
58,1.0751743141,107,101.713396553391
59,1.04641691235,112,103.808067206416
60,1.01878696385,106,105.523842567687
61,0.992544356619999,93,106.616443515984
62,0.967906712819999,107,105.750300179356
63,0.945044511919999,95,104.72054247327
64,0.924078428319999,92,103.612168991529
65,0.905078901619999,93,101.600489315734
66,0.888067824459999,102,99.464308007512
67,0.873022112309999,81,98.4894948913699
68,0.859878820609999,85,96.7800867752034
69,0.848541406059999,91,94.0690033188897
70,0.838886699459999,91,92.2088294546578
71,0.830772161419999,81,91.3373610273209
72,0.824043023619999,71,90.062496004363
73,0.818538971219999,71,87.2884206581101
74,0.814100090619999,54,83.7461526774628
75,0.810571885169999,62,78.9362215179202
76,0.807809243749999,50,74.027799835472
77,0.805679327499999,65,69.2775229054598
78,0.804063412499999,71,65.8985439513609
79,0.802857784999999,55,65.0576002377271
80,0.801973824999999,53,64.2249613372622
81,0.801337436099999,35,62.3100513955833
82,0.800887987099999,47,58.5405585381614
83,0.800576926349999,52,54.5917826797119
84,0.800366215849999,35,52.4147837405713
85,0.800226711099999,36,50.0162263704354
86,0.800136587219999,39,46.8992664735371
87,0.800079884419999,35,44.3358090759614
88,0.800045219019999,35,42.2058698202137
89,0.800024682419999,26,40.3067097259672
90,0.800012932219999,27,37.9746368454949
91,0.800006466459999,25,35.3530284028746
92,0.800003063059999,27,32.9149843649455
93,0.800001361359999,19,30.9731030945517
94,0.800000560559999,29,28.9219844559271
95,0.800000210209999,21,27.5333571842227
96,0.800000070069999,24,26.5279405620754
97,0.800000020019999,29,25.5728551133235
98,0.800000004619999,18,25.4290123898973
99,0.800000000769999,16,24.9367050890202
100,0.800000000069999,18,23.5012596804375
101,0.799999999999999,14,21.9922659121024
102,0.799999999999999,13,20.458246976129
103,0.799999999999999,18,18.8038552701684
104,0.799999999999999,20,17.7477166542421
105,0.799999999999999,16,17.5786510250157
106,0.799999999999999,14,17.5305079144895
107,0.799999999999999,20,17.0954386723919
108,0.799999999999999,8,16.9973797040842
109,0.799999999999999,10,16.3437177349794
110,0.799999999999999,8,14.9918982478224
111,0.800000000049999,13,13.5413473187844
112,0.800000000549999,10,12.6008385219371
113,0.800000003299999,8,12.04603007035
114,0.800000014299999,16,11.3447568938331
115,0.800000050049999,13,11.2905760129951
116,0.800000150149999,13,11.7291361257116
117,0.800000400399999,10,12.0872261329102
118,0.800000972399999,16,12.0896619890362
119,0.800002187899999,11,12.3082646087859
120,0.800004618899999,9,12.5092115054745
121,0.800009237299999,10,12.169074426076
122,0.800017630299999,6,11.6435188474973
123,0.800032299299999,9,10.8349152121971
124,0.800057060299999,8,10.0595260980524
125,0.800097562299999,8,9.52003853317792
126,0.800161936499999,7,9.08624263860451
127,0.800261582749999,3,8.66828399182596
128,0.800412090249999,3,7.89542896253839
129,0.800634276499999,4,6.85321036913553
130,0.800955311499999,2,5.96345679380459
131,0.801409874999999,0,5.15174803192286
132,0.802041274999999,5,4.18478133482624
133,0.802902437499999,3,3.63219423264594
134,0.804056662499999,6,3.46026189725055
135,0.805578031249998,1,3.59636667463547
136,0.807551346549999,0,3.56754276872481
137,0.810071493299999,6,3.06923288693801
138,0.813242122299999,4,2.95196611792505
139,0.817173588299999,2,3.20030894425202
140,0.821980115299999,2,3.23506781078615
141,0.827776213899999,1,3.0566440044874
142,0.834672432899999,2,2.73721390377438
143,0.842770586149999,2,2.4409539536081
144,0.852158651649999,1,2.2636983458253
145,0.862905588899999,1,2.06746035885036
146,0.875056358299999,2,1.8300062300697
147,0.888627448799999,2,1.70435574272405
148,0.903603222799999,3,1.70390260027292
149,0.919933366299999,2,1.83978115219195
150,0.937531683299999,1,1.97918697034021
151,0.956276402749999,2,1.94348972854537
152,0.976012080249999,4,1.87449214995337
153,0.996553081499999,0,2.04894826976948
154,1.0176885365,1,2.05436921221608
155,1.039188559,2,1.82851389311655
156,1.060811441,4,1.70736141019875
157,1.0823114635,0,1.88850568017199
158,1.1034469185,2,1.92122647593045
159,1.12398791975,4,1.81623113039828
160,1.14372359725,3,1.98646427344756
161,1.1624683167,2,2.27061735580401
162,1.1800666337,1,2.39786907352607
163,1.1963967772,3,2.29288101123452
164,1.2113725512,3,2.23450467261051
165,1.2249436417,6,2.33154176657179
166,1.2370944111,3,2.74134119792944
167,1.24784134835,7,3.12598538758472
168,1.25722941385,3,3.60879929777582
169,1.2653275671,7,3.95061989070518
170,1.2722237861,4,4.29001151516359
171,1.2780198847,8,4.56381001219061
172,1.2828264117,3,4.93806288488565
173,1.2867578777,5,5.09876612346116
174,1.2899285067,9,5.01336653270611
175,1.29244865345,7,5.34069643921925
176,1.29442196875,6,5.84723286562307
177,1.2959433375,4,6.12184243522539
178,1.2970975625,5,6.02359421239835
179,1.297958725,6,5.76436566637976
180,1.298590125,6,5.64086716736963
181,1.2990446885,11,5.65103487917349
182,1.2993657235,7,6.15982154802642
183,1.29958790975,11,6.73552499856618
184,1.29973841725,7,7.34907602692621
185,1.2998380635,8,7.77920198679464
186,1.2999024377,13,7.90700590691898
187,1.2999429397,5,8.41943956461339
188,1.2999677007,17,8.59547505194644
189,1.2999823697,8,9.18603831949789
190,1.2999907627,11,9.80120118123357
191,1.2999953811,16,10.0192603985659
192,1.2999978121,14,10.7023362167518
193,1.2999990276,11,11.5933921027268
194,1.2999995996,18,12.0231677272541
195,1.29999984985,19,12.6542965110868
196,1.29999994995,15,13.804291599387
197,1.2999999857,22,14.6709249238203
198,1.2999999967,11,15.6721163651383
199,1.29999999945,28,16.0278610573121
200,1.29999999995,26,16.9137963879028
201,1.3,20,18.775650981893
202,1.3,20,20.0378250927084
203,1.3,38,20.4962969894483
204,1.3,28,22.211795794638
205,1.3,29,24.3851525529302
206,1.3,37,25.8345337252222
207,1.3,45,27.5794348874898
208,1.3,34,30.401454431919
209,1.3,59,32.7074926952332
210,1.3,40,36.0110405769046
211,1.29999999996,49,39.0715792460898
212,1.29999999956,52,41.1530609525831
213,1.29999999736,70,43.4042556756475
214,1.29999998856,65,47.186873111402
215,1.29999995996,76,51.6592857037274
216,1.29999987988,96,56.362222793723
217,1.29999967968,79,62.9367006532217
218,1.29999922208,96,68.94064562044
219,1.29999824968,95,74.2402120681549
220,1.29999630488,116,79.4684190981635
221,1.29999261016,115,85.6906233807148
222,1.29998589576,104,92.5818811640984
223,1.29997416056,142,97.5955201629333
